標籤(Label),編號(ID),名稱(Name),學制(Education System),學科(Subject),是否為根結點(IsRoot),主題(Topic),次主題(Unit),概念(Concept),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,2、3、5……的倍數判別,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三角形內角和及應用,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,多邊形內角和及應用,國小(Elementary school),數學(Math),,形,x,多邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公倍數,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識最小公倍數,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公因數,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識最大公因數,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,異分母分數的大小比較（沒有數線或圖形輔助）,國小(Elementary school),數學(Math),,數,x,等值分數和擴分、約分、通分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,通分,國小(Elementary school),數學(Math),,數,x,等值分數和擴分、約分、通分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公因數和公倍數的應用,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識多邊形,國小(Elementary school),數學(Math),,形,x,多邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識正多邊形,國小(Elementary school),數學(Math),,形,x,多邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,角柱的展開圖,國小(Elementary school),數學(Math),,形,x,角柱,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,錐體的命名,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,角柱的各部位名稱,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,圓柱的各部位名稱,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,柱體的透視圖,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,求多邊形其中一內角,國小(Elementary school),數學(Math),,形,x,多邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,角錐的展開圖,國小(Elementary school),數學(Math),,形,x,角錐,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,角錐的各部位名稱,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,錐體的透視圖,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,幾分之幾圓的扇形,國小(Elementary school),數學(Math),,形,x,認識扇形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,扇形的構成要素,國小(Elementary school),數學(Math),,形,x,認識扇形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識圓心角,國小(Elementary school),數學(Math),,形,x,認識扇形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識球體,國小(Elementary school),數學(Math),,形,x,球,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,異分母分數的加法,國小(Elementary school),數學(Math),,計算,x,異分母分數加法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,解決四則混合多步驟問題,國小(Elementary school),數學(Math),,關係與代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,乘法對加法的分配律之簡化計算,國小(Elementary school),數學(Math),,關係與代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,乘法對減法的分配律之簡化計算,國小(Elementary school),數學(Math),,關係與代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,用分數表示整數相除的結果（並做分數計算）,國小(Elementary school),數學(Math),,數,x,真分數、假分數和帶分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識常見的多邊形對稱性質,國小(Elementary school),數學(Math),,形,x,線對稱圖形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,擴分,國小(Elementary school),數學(Math),,數,x,等值分數和擴分、約分、通分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,約分,國小(Elementary school),數學(Math),,數,x,等值分數和擴分、約分、通分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識對稱點、對稱邊和對稱角,國小(Elementary school),數學(Math),,形,x,線對稱圖形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,解決連乘多步驟問題,國小(Elementary school),數學(Math),,關係與代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,解決連減多步驟問題,國小(Elementary school),數學(Math),,關係與代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,解決連除多步驟問題,國小(Elementary school),數學(Math),,關係與代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,平均問題,國小(Elementary school),數學(Math),,關係與代數,x,綜合問題,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,異分母分數的減法,國小(Elementary school),數學(Math),,計算,x,異分母分數減法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,將算式中的數拆成末位有0的數和另一個數,國小(Elementary school),數學(Math),,關係與代數,x,簡化計算,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,連除兩數等於除以兩數之積,國小(Elementary school),數學(Math),,關係與代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,連除兩數的順序交換結果不變,國小(Elementary school),數學(Math),,關係與代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,平行四邊形的高,國小(Elementary school),數學(Math),,量,x,平行四邊形的面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,解決連加多步驟問題,國小(Elementary school),數學(Math),,關係與代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三角形底、高和面積的三者關係,國小(Elementary school),數學(Math),,量,x,三角形的面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三角形的高,國小(Elementary school),數學(Math),,量,x,三角形的面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,梯形上下底和、高與面積的三者間的關係,國小(Elementary school),數學(Math),,量,x,梯形的面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識梯形面積公式,國小(Elementary school),數學(Math),,量,x,梯形的面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,對角線互向垂直的四邊形面積公式,國小(Elementary school),數學(Math),,量,x,複合圖形面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,平行四邊形底、高和面積的三者間的關係,國小(Elementary school),數學(Math),,量,x,平行四邊形的面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識平行四邊形公式,國小(Elementary school),數學(Math),,量,x,平行四邊形的面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時和分的乘法,國小(Elementary school),數學(Math),,量,x,時間的乘除,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識三角形面積公式,國小(Elementary school),數學(Math),,量,x,三角形的面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,日和時的除法,國小(Elementary school),數學(Math),,量,x,時間的乘除,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時和分的除法,國小(Elementary school),數學(Math),,量,x,時間的乘除,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,整數乘以幾分之一,國小(Elementary school),數學(Math),,計算,x,整數乘以分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,梯形的高,國小(Elementary school),數學(Math),,量,x,梯形的面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時間的四則或多步驟計算,國小(Elementary school),數學(Math),,量,x,時間的乘除,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三角形、長方形、平行四邊形和梯形的複合圖形面積,國小(Elementary school),數學(Math),,量,x,複合圖形面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,立體形體的分類,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,圓錐的各部位名稱,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識視圖和透視圖,國小(Elementary school),數學(Math),,形,x,長方體和正方體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,角柱的構成要素,國小(Elementary school),數學(Math),,形,x,角柱,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,長方體和正方體邊和邊的關係,國小(Elementary school),數學(Math),,形,x,長方體和正方體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,角柱面和面的關係,國小(Elementary school),數學(Math),,形,x,角柱,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,長方體和正方體面和面的關係,國小(Elementary school),數學(Math),,形,x,長方體和正方體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,長方體和正方體邊和面的關係,國小(Elementary school),數學(Math),,形,x,長方體和正方體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,圓柱的展開圖,國小(Elementary school),數學(Math),,形,x,圓柱,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,圓錐的展開圖,國小(Elementary school),數學(Math),,形,x,圓錐,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,正方體的展開圖,國小(Elementary school),數學(Math),,形,x,長方體和正方體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,長方體的展開圖,國小(Elementary school),數學(Math),,形,x,長方體和正方體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,長方體的表面積,國小(Elementary school),數學(Math),,量,x,表面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,用分數表示整數相除的結果,國小(Elementary school),數學(Math),,數,x,真分數、假分數和帶分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,正方體的體積公式,國小(Elementary school),數學(Math),,量,x,體積的計算,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,長方體的體積公式,國小(Elementary school),數學(Math),,量,x,體積的計算,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,用分數表示整數相除的結果（求得分數再乘以整數）,國小(Elementary school),數學(Math),,計算,x,分數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識1立方公尺,國小(Elementary school),數學(Math),,量,x,體積的計算,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,立方公尺與立方公分的關係和換算,國小(Elementary school),數學(Math),,量,x,體積的計算,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三位小數的大小比較,國小(Elementary school),數學(Math),,數,x,認識三位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,多位小數的大小比較,國小(Elementary school),數學(Math),,數,x,認識多位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數與量的換算（如：1500毫公升=0.15公升）,國小(Elementary school),數學(Math),,數,x,認識多位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識多位小數（三位以上）,國小(Elementary school),數學(Math),,數,x,認識多位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公里和公尺的關係和換算（有小數點）,國小(Elementary school),數學(Math),,量,x,公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分數乘法中，被乘數、乘數和積的關係,國小(Elementary school),數學(Math),,計算,x,分數乘以分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,解決分數的兩步驟問題（不併式）,國小(Elementary school),數學(Math),,計算,x,分數四則,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,長方體或正方體構成的複合形體體積的計算,國小(Elementary school),數學(Math),,量,x,複合形體的體積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,熟悉十進位系統解決末位有零的乘法,國小(Elementary school),數學(Math),,計算,x,多位數的乘法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三位小數乘以二位整數,國小(Elementary school),數學(Math),,計算,x,小數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,整數乘以二位以上小數,國小(Elementary school),數學(Math),,計算,x,小數乘以小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三位小數乘以一位整數,國小(Elementary school),數學(Math),,計算,x,小數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四位以上小數乘以二位以上整數,國小(Elementary school),數學(Math),,計算,x,小數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四位以上小數乘以一位整數,國小(Elementary school),數學(Math),,計算,x,小數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,整數乘以分數,國小(Elementary school),數學(Math),,計算,x,整數乘以分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,整數乘以一位小數,國小(Elementary school),數學(Math),,計算,x,小數乘以小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,整數乘以小數之小數點位置關係,國小(Elementary school),數學(Math),,計算,x,小數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分數乘以分數,國小(Elementary school),數學(Math),,計算,x,分數乘以分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數乘以小數,國小(Elementary school),數學(Math),,計算,x,小數乘以小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分數除以整數,國小(Elementary school),數學(Math),,計算,x,分數除以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識容積及計算容器的容積,國小(Elementary school),數學(Math),,量,x,容積和容量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,扇形的比較及應用,國小(Elementary school),數學(Math),,形,x,認識扇形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,物體的體積與排水量,國小(Elementary school),數學(Math),,量,x,容積和容量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,容積、容量、液量和體積的關係和換算,國小(Elementary school),數學(Math),,量,x,容積和容量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,計算容器的容量,國小(Elementary school),數學(Math),,量,x,容積和容量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,計算有蓋或無蓋容器的容積或容量,國小(Elementary school),數學(Math),,量,x,容積和容量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,液體在容器內水面的高度,國小(Elementary school),數學(Math),,量,x,容積和容量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製扇形,國小(Elementary school),數學(Math),,形,x,認識扇形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公秉的換算,國小(Elementary school),數學(Math),,量,x,認識公秉,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數乘法中，被乘數、乘數和積的關係,國小(Elementary school),數學(Math),,計算,x,小數乘以小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,整數除以整數，商為小數,國小(Elementary school),數學(Math),,計算,x,整數除以整數，商為小數（無餘數）,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數除以一位整數,國小(Elementary school),數學(Math),,計算,x,整數除以整數，商為小數（無餘數）,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數除以二位以上整數,國小(Elementary school),數學(Math),,計算,x,整數除以整數，商為小數（無餘數）,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數除以整數之小數點位置關係,國小(Elementary school),數學(Math),,計算,x,整數除以整數，商為小數（無餘數）,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,數的十進結構,國小(Elementary school),數學(Math),,數,x,一億以上的數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識一兆以內的數,國小(Elementary school),數學(Math),,數,x,一億以上的數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公噸和公斤的換算,國小(Elementary school),數學(Math),,量,x,認識公噸,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公畝與平方公尺的換算,國小(Elementary school),數學(Math),,量,x,公畝、公頃和平方公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公頃與公畝、平方公尺的換算,國小(Elementary school),數學(Math),,量,x,公畝、公頃和平方公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,平方公里與公頃、公畝、平方公尺的換算,國小(Elementary school),數學(Math),,量,x,公畝、公頃和平方公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分數換小數,國小(Elementary school),數學(Math),,數,x,分數和小數的互換,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數換分數,國小(Elementary school),數學(Math),,數,x,分數和小數的互換,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分和秒的乘法,國小(Elementary school),數學(Math),,量,x,時間的乘除,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,日和時的乘法,國小(Elementary school),數學(Math),,量,x,時間的乘除,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分和秒的除法,國小(Elementary school),數學(Math),,量,x,時間的乘除,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分辨柱體和錐體,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分辨角柱和圓柱,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分辨角錐和圓錐,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,圓柱的構成要素,國小(Elementary school),數學(Math),,形,x,圓柱,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,圓錐的構成要素,國小(Elementary school),數學(Math),,形,x,圓錐,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,柱體的命名,國小(Elementary school),數學(Math),,形,x,認識柱體和錐體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,正方體的表面積,國小(Elementary school),數學(Math),,量,x,表面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識立體的邊、面和頂點,國小(Elementary school),數學(Math),,形,x,認識立體的邊、面和頂點,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,正方體和長方體的構成要素,國小(Elementary school),數學(Math),,形,x,長方體和正方體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,角錐的構成要素,國小(Elementary school),數學(Math),,形,x,角錐,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識正四面體,國小(Elementary school),數學(Math),,形,x,認識正多面體,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,複合形體的表面積,國小(Elementary school),數學(Math),,量,x,表面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,角錐面和面的關係,國小(Elementary school),數學(Math),,形,x,角錐,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識比率,國小(Elementary school),數學(Math),,數,x,比率和百分率,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識百分率（如：投資報酬率、銀行存款利率）,國小(Elementary school),數學(Math),,數,x,比率和百分率,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分數和百分率的轉換,國小(Elementary school),數學(Math),,數,x,比率和百分率,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數和百分率的轉換,國小(Elementary school),數學(Math),,數,x,比率和百分率,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,百分率的應用（如：加成、打折、濃度問題）,國小(Elementary school),數學(Math),,數,x,比率和百分率,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時間除以時間,國小(Elementary school),數學(Math),,量,x,時間的乘除,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,報讀複雜折線圖,國小(Elementary school),數學(Math),,資料與不確定性,x,報讀統計圖表,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,報讀複雜長條圖（資料圖上下疊）,國小(Elementary school),數學(Math),,資料與不確定性,x,報讀統計圖表,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製或製作線對稱圖形,國小(Elementary school),數學(Math),,形,x,線對稱圖形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識線對稱圖形和對稱軸,國小(Elementary school),數學(Math),,形,x,線對稱圖形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製折線圖,國小(Elementary school),數學(Math),,資料與不確定性,x,繪製統計圖,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製複雜長條圖,國小(Elementary school),數學(Math),,資料與不確定性,x,繪製統計圖,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時間單位換算（分數和小數）,國小(Elementary school),數學(Math),,量,x,時間的換算,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,以符號表示數學公式,國小(Elementary school),數學(Math),,關係與代數,x,代數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,質數和合數,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,質因數,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,質因數分解,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,互質,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,用短除法求最大公因數,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,用短除法求最小公倍數,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,最簡分數,國小(Elementary school),數學(Math),,數,x,等值分數和擴分、約分、通分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分數除以分數（異分母分數）,國小(Elementary school),數學(Math),,計算,x,分數除法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,整數除以分數,國小(Elementary school),數學(Math),,計算,x,整數除以分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,利用分數除法求全量或單位量（由題意決定）,國小(Elementary school),數學(Math),,計算,x,分數除法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分數除以分數（同分母分數）,國小(Elementary school),數學(Math),,計算,x,分數除法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分數除法中，被除數、除數和商的關係,國小(Elementary school),數學(Math),,計算,x,分數除法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數除以二位以上小數（無餘數）,國小(Elementary school),數學(Math),,計算,x,整數或小數除以小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,整數除以一位小數（無餘數）,國小(Elementary school),數學(Math),,計算,x,整數或小數除以小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,整數除以二位以上小數（無餘數）,國小(Elementary school),數學(Math),,計算,x,整數或小數除以小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數除以一位小數（無餘數）,國小(Elementary school),數學(Math),,計算,x,整數或小數除以小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,解決較複雜的規律模式(植樹問題、座位問題、火柴棒問題…),國小(Elementary school),數學(Math),,關係與代數,x,數量關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,差不變,國小(Elementary school),數學(Math),,關係與代數,x,代數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數除法中，被除數、除數和商的關係,國小(Elementary school),數學(Math),,計算,x,整數或小數除以小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,較複雜的計數(加法原理),國小(Elementary school),數學(Math),,關係與代數,x,排列組合,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,商不變,國小(Elementary school),數學(Math),,關係與代數,x,代數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數除法概算（先算再取概數）,國小(Elementary school),數學(Math),,計算,x,除法估算（概算）,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,積不變,國小(Elementary school),數學(Math),,關係與代數,x,代數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,比的應用,國小(Elementary school),數學(Math),,數,x,比和比值,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,最簡單整數比,國小(Elementary school),數學(Math),,數,x,比和比值,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,比值,國小(Elementary school),數學(Math),,數,x,比和比值,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,利用小數除法求全量或單位量（由題意決定）,國小(Elementary school),數學(Math),,計算,x,整數或小數除以小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,比,國小(Elementary school),數學(Math),,數,x,比和比值,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,扇形周長,國小(Elementary school),數學(Math),,量,x,扇形面積和周長,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,扇形弧長,國小(Elementary school),數學(Math),,量,x,扇形面積和周長,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,相等的比,國小(Elementary school),數學(Math),,數,x,比和比值,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,正比的應用（比例式）,國小(Elementary school),數學(Math),,數,x,正比,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,求基準量,國小(Elementary school),數學(Math),,數,x,基準量和比較量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,求比較量,國小(Elementary school),數學(Math),,數,x,基準量和比較量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,利用扇形周長（圓周長）求面積,國小(Elementary school),數學(Math),,量,x,扇形面積和周長,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,扇形的面積計算,國小(Elementary school),數學(Math),,量,x,扇形面積和周長,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,兩量的和（母子和）,國小(Elementary school),數學(Math),,數,x,基準量和比較量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,兩量的差（母子差）,國小(Elementary school),數學(Math),,數,x,基準量和比較量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,由圓周長求直徑和半徑,國小(Elementary school),數學(Math),,量,x,圓周長,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,扇形的複合圖形面積,國小(Elementary school),數學(Math),,量,x,複合圖形面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識基準量、比較量和比值，及求比值,國小(Elementary school),數學(Math),,數,x,基準量和比較量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,由兩量差（母子差）求基準量,國小(Elementary school),數學(Math),,數,x,基準量和比較量,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識及測量直徑和圓周長,國小(Elementary school),數學(Math),,量,x,圓周長,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識圓周率,國小(Elementary school),數學(Math),,量,x,圓周長,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識圓面積公式,國小(Elementary school),數學(Math),,量,x,圓面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,速率的換算,國小(Elementary school),數學(Math),,量,x,速率,,,,,,,,,,,,,,,,,
